Original Form Number,Original Form Title,Form URL,Extracted Form Number,Case Type,Legal Action,Original PDF URLs,Resolved PDF URLs,PDF Filenames
UCCJEA-16,Objection to the Registration of Out-of-State Child Custody/Visitation Order - UCCJEA,https://www.nycourts.gov/forms/objection-registration-out-state-child-custodyvisitation-order-uccjea?topic=611&wrapped=true,UCCJEA-16,"Family Forms, Uniform Child Custody & Enforcement Act (UCCJEA)",,https://www.nycourts.gov/media/17301|https://www.nycourts.gov/media/17306,https://webfiles.nycourts.gov/public/2026-01/uccjea-16.pdf|https://webfiles.nycourts.gov/public/2026-01/uccjea-16.wpd,uccjea-16.pdf|uccjea-16.wpd
UCCJEA-17,Notice of Hearing Upon Objection to Registration of Order of Custody or Visitation,https://www.nycourts.gov/forms/notice-hearing-upon-objection-registration-order-custody-or-visitation?topic=611&wrapped=true,UCCJEA-17,"Family Forms, Uniform Child Custody & Enforcement Act (UCCJEA)",,https://www.nycourts.gov/media/17546|https://www.nycourts.gov/media/17551,https://webfiles.nycourts.gov/public/2026-01/uccjea-17.pdf|https://webfiles.nycourts.gov/public/2026-01/uccjea-17.wpd,uccjea-17.pdf|uccjea-17.wpd
UCCJEA-18,Order Determining Request for Registration of an Out-of-State Custody or Visitation Order: Determination of Objection and Notice of Registration - UCCJEA,https://www.nycourts.gov/forms/order-determining-request-registration-out-state-custody-or-visitation-order-determination?topic=611&wrapped=true,UCCJEA-18,"Family Forms, Uniform Child Custody & Enforcement Act (UCCJEA)",,https://www.nycourts.gov/media/17416|https://www.nycourts.gov/media/17421|https://www.nycourts.gov/media/17426,https://webfiles.nycourts.gov/public/2026-01/uccjea-18.pdf|https://webfiles.nycourts.gov/public/2026-01/uccjea-18.doc|https://webfiles.nycourts.gov/public/2026-01/uccjea-18.wpd,uccjea-18.pdf|uccjea-18.doc|uccjea-18.wpd
UIFSA-7,Locate Data Sheet,https://www.nycourts.gov/forms/locate-data-sheet?topic=611&wrapped=true,UIFSA-7,"Family Forms, Uniform Interstate Family Support Act (UIFSA)",,https://www.nycourts.gov/media/16981,https://webfiles.nycourts.gov/public/2026-01/uifsa-7-child-support-locate-request.pdf,uifsa-7-child-support-locate-request.pdf
UIFSA-8,Notice of Determination of Controlling Order,https://www.nycourts.gov/forms/notice-determination-controlling-order?topic=611&wrapped=true,UIFSA-8,"Family Forms, Uniform Interstate Family Support Act (UIFSA)",,https://www.nycourts.gov/media/16986,https://webfiles.nycourts.gov/public/2026-01/uifsa-8-notice-of-determination-of-controlling-order.pdf,uifsa-8-notice-of-determination-of-controlling-order.pdf
UIFSA-11,Notice of Registration of Out-of-State Support Order,https://www.nycourts.gov/forms/notice-registration-out-state-support-order?topic=611&wrapped=true,UIFSA-11,"Family Forms, Uniform Interstate Family Support Act (UIFSA)",,https://www.nycourts.gov/media/12901|https://www.nycourts.gov/media/12906|https://www.nycourts.gov/media/12911,https://webfiles.nycourts.gov/public/2025-12/uifsa-11.pdf|https://webfiles.nycourts.gov/public/2025-12/uifsa-11.doc|https://webfiles.nycourts.gov/public/2025-12/uifsa-11.WPD,uifsa-11.pdf|uifsa-11.doc|uifsa-11.WPD
VR 47,Notification of Order of Adoption,https://www.nycourts.gov/forms/notification-order-adoption?topic=611&wrapped=true,VR 47,"Adoption - Family, Family Forms",,https://www.nycourts.gov/media/37006,https://webfiles.nycourts.gov/public/2026-05/vr47-2.pdf,vr47-2.pdf
1-G,Order Regarding Venue,https://www.nycourts.gov/forms/order-regarding-venue?topic=611&wrapped=true,1-G,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17136|https://www.nycourts.gov/media/17141|https://www.nycourts.gov/media/17146,https://webfiles.nycourts.gov/public/2026-01/adop1-g.pdf|https://webfiles.nycourts.gov/public/2026-01/adop1-g.doc|https://webfiles.nycourts.gov/public/2026-01/adop1-g.WPD,adop1-g.pdf|adop1-g.doc|adop1-g.WPD
3-1,Order on Motion For Change of Venue,https://www.nycourts.gov/forms/order-motion-change-venue?topic=611&wrapped=true,3-1,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/13681|https://www.nycourts.gov/media/13686,https://webfiles.nycourts.gov/public/2025-12/3-1.pdf|https://webfiles.nycourts.gov/public/2026-05/3-1.docx,3-1.pdf|3-1.docx
3-9,Order of Adjournment in Contemplation of Dismissal (JD),https://www.nycourts.gov/forms/order-adjournment-contemplation-dismissal-jd?topic=611&wrapped=true,3-9,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/14026|https://www.nycourts.gov/media/14031,https://webfiles.nycourts.gov/public/2025-12/3-9.pdf|https://webfiles.nycourts.gov/public/2025-12/3-9.doc,3-9.pdf|3-9.doc
3-12,Order of Referral to the Probation Service (Post-Petition),https://www.nycourts.gov/forms/order-referral-probation-service-post-petition?topic=611&wrapped=true,3-12,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15901|https://www.nycourts.gov/media/15906,https://webfiles.nycourts.gov/public/2025-12/3-12.pdf|https://webfiles.nycourts.gov/public/2025-12/3-12.doc,3-12.pdf|3-12.doc
3-13,Order of Dismissal After Adjustment,https://www.nycourts.gov/forms/order-dismissal-after-adjustment?topic=611&wrapped=true,3-13,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15911|https://www.nycourts.gov/media/15916,https://webfiles.nycourts.gov/public/2025-12/3-13.pdf|https://webfiles.nycourts.gov/public/2025-12/3-13.doc,3-13.pdf|3-13.doc
3-18,Order In Proceeding to Determine Capacity and Notice of Hearing,https://www.nycourts.gov/forms/order-proceeding-determine-capacity-and-notice-hearing?topic=611&wrapped=true,3-18,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/13671|https://www.nycourts.gov/media/13676,https://webfiles.nycourts.gov/public/2025-12/3-18.pdf|https://webfiles.nycourts.gov/public/2025-12/3-18.docx,3-18.pdf|3-18.docx
3-19,Order Regarding Incapacitated Person (After Probable Cause Hearing),https://www.nycourts.gov/forms/order-regarding-incapacitated-person-after-probable-cause-hearing?topic=611&wrapped=true,3-19,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/34261|https://www.nycourts.gov/media/34266,https://webfiles.nycourts.gov/public/2026-04/3-19.pdf|https://webfiles.nycourts.gov/public/2026-04/3-19.docx,3-19.pdf|3-19.docx
3-28,Order Upon Fact-Finding Hearing,https://www.nycourts.gov/forms/order-upon-fact-finding-hearing?topic=611&wrapped=true,3-28,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/13216|https://www.nycourts.gov/media/13221,https://webfiles.nycourts.gov/public/2025-12/3-28.pdf|https://webfiles.nycourts.gov/public/2025-12/3-28.docx,3-28.pdf|3-28.docx
3-29,Order of Disposition - Juvenile Delinquency,https://www.nycourts.gov/forms/order-disposition-juvenile-delinquency?topic=611&wrapped=true,3-29,"Family Forms, Juvenile Delinquency - Family",Juvenile Delinquency,https://www.nycourts.gov/media/13516|https://www.nycourts.gov/media/13521,https://webfiles.nycourts.gov/public/2025-12/3-29.pdf|https://webfiles.nycourts.gov/public/2025-12/3-29.docx,3-29.pdf|3-29.docx
3-30,Order of Disposition (After Order of Removal with Finding),https://www.nycourts.gov/forms/order-disposition-after-order-removal-finding?topic=611&wrapped=true,3-30,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/17951|https://www.nycourts.gov/media/17956,https://webfiles.nycourts.gov/public/2026-01/3-30.pdf|https://webfiles.nycourts.gov/public/2026-01/3-30.docx,3-30.pdf|3-30.docx
3-31,Order of Disposition (Designated Felony; No Restrictive Placement),https://www.nycourts.gov/forms/order-disposition-designated-felony-no-restrictive-placement?topic=611&wrapped=true,3-31,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/17536|https://www.nycourts.gov/media/17541,https://webfiles.nycourts.gov/public/2026-01/3-31.pdf|https://webfiles.nycourts.gov/public/2026-01/3-31.docx,3-31.pdf|3-31.docx
3-32,Order of Disposition (Designated Felony - After Order of Removal with Finding - No Restrictive Placement),https://www.nycourts.gov/forms/order-disposition-designated-felony-after-order-removal-finding-no-restrictive-placement?topic=611&wrapped=true,3-32,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/12541|https://www.nycourts.gov/media/12546,https://webfiles.nycourts.gov/public/2025-12/3-32.pdf|https://webfiles.nycourts.gov/public/2025-12/3-32.docx,3-32.pdf|3-32.docx
3-33,Order of Disposition (Designated Felony; Restrictive Placement),https://www.nycourts.gov/forms/order-disposition-designated-felony-restrictive-placement?topic=611&wrapped=true,3-33,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/12376|https://www.nycourts.gov/media/12381,https://webfiles.nycourts.gov/public/2025-12/3-33.pdf|https://webfiles.nycourts.gov/public/2025-12/3-33.doc,3-33.pdf|3-33.doc
3-34,Order of Disposition (Designated Felony-After Order of Removal with Finding – Restrictive Placement),https://www.nycourts.gov/forms/order-disposition-designated-felony-after-order-removal-finding-restrictive-placement?topic=611&wrapped=true,3-34,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16016|https://www.nycourts.gov/media/16021,https://webfiles.nycourts.gov/public/2025-12/3-34.pdf|https://webfiles.nycourts.gov/public/2025-12/3-34.doc,3-34.pdf|3-34.doc
3-38,Petition (Extension of Placement and Permanency Hearing),https://www.nycourts.gov/forms/petition-extension-placement-and-permanency-hearing?topic=611&wrapped=true,3-38,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16026|https://www.nycourts.gov/media/16031,https://webfiles.nycourts.gov/public/2025-12/3-38.pdf|https://webfiles.nycourts.gov/public/2025-12/3-38.docx,3-38.pdf|3-38.docx
3-44,Order on Motion,https://www.nycourts.gov/forms/order-motion-0?topic=611&wrapped=true,3-44,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16046|https://www.nycourts.gov/media/16051,https://webfiles.nycourts.gov/public/2025-12/3-44.pdf|https://webfiles.nycourts.gov/public/2025-12/3-44.doc,3-44.pdf|3-44.doc
3-45,"Order of Dismissal - D, E",https://www.nycourts.gov/forms/order-dismissal-d-e?topic=611&wrapped=true,3-45,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/13891|https://www.nycourts.gov/media/13896,https://webfiles.nycourts.gov/public/2025-12/3-45.pdf|https://webfiles.nycourts.gov/public/2025-12/3-45.doc,3-45.pdf|3-45.doc
4-2,Order Upon Support Agreement,https://www.nycourts.gov/forms/order-upon-support-agreement?topic=611&wrapped=true,4-2,"Family Forms, Child Support",,https://www.nycourts.gov/media/17861|https://www.nycourts.gov/media/17866,https://webfiles.nycourts.gov/public/2026-01/4-2.pdf|https://webfiles.nycourts.gov/public/2026-01/4-2.docx,4-2.pdf|4-2.docx
4-3,Petition - Individual,https://www.nycourts.gov/forms/petition-individual?topic=611&wrapped=true,4-3,Family Forms,,https://www.nycourts.gov/media/12951|https://www.nycourts.gov/media/12956|https://www.nycourts.gov/media/27151|https://www.nycourts.gov/media/27156,https://webfiles.nycourts.gov/public/2025-12/4-3.pdf|https://webfiles.nycourts.gov/public/2025-12/4-3_0.docx|https://webfiles.nycourts.gov/public/2026-03/form-4-3-support-petition-ncfc.pdf|https://webfiles.nycourts.gov/public/2026-03/form-4-3-support-petition-ncfc-fillable.pdf,4-3.pdf|4-3_0.docx|form-4-3-support-petition-ncfc.pdf|form-4-3-support-petition-ncfc-fillable.pdf
4-3,Petition (Individual),https://www.nycourts.gov/forms/petition-individual-0?topic=611&wrapped=true,4-3,"Family Forms, Child Support",,https://www.nycourts.gov/media/12951|https://www.nycourts.gov/media/12956,https://webfiles.nycourts.gov/public/2025-12/4-3.pdf|https://webfiles.nycourts.gov/public/2025-12/4-3_0.docx,4-3.pdf|4-3_0.docx
4-3a,Petition - Commissioner,https://www.nycourts.gov/forms/petition-commissioner?topic=611&wrapped=true,4-3a,Family Forms,,https://www.nycourts.gov/media/13371|https://www.nycourts.gov/media/13376,https://webfiles.nycourts.gov/public/2025-12/4-3a.pdf|https://webfiles.nycourts.gov/public/2025-12/4-3a.docx,4-3a.pdf|4-3a.docx
4-3a,Petition (Commissioner),https://www.nycourts.gov/forms/petition-commissioner-0?topic=611&wrapped=true,4-3a,"Family Forms, Child Support",,https://www.nycourts.gov/media/13371|https://www.nycourts.gov/media/13376,https://webfiles.nycourts.gov/public/2025-12/4-3a.pdf|https://webfiles.nycourts.gov/public/2025-12/4-3a.docx,4-3a.pdf|4-3a.docx
4-5+5-1d,Personal Information Form for Child Support and Paternity Proceedings,https://www.nycourts.gov/forms/personal-information-form-child-support-and-paternity-proceedings?topic=611&wrapped=true,4-5+5-1d,"Family Forms, Child Support, Family - Paternity",,https://www.nycourts.gov/media/14386|https://www.nycourts.gov/media/14391,https://webfiles.nycourts.gov/public/2025-12/4-5-5-1-d.pdf|https://webfiles.nycourts.gov/public/2025-12/4-5-5-1-d.docx,4-5-5-1-d.pdf|4-5-5-1-d.docx
4-7,Order of Support,https://www.nycourts.gov/forms/order-support?topic=611&wrapped=true,4-7,"Family Forms, Child Support",,https://www.nycourts.gov/media/31591|https://www.nycourts.gov/media/31596,https://webfiles.nycourts.gov/public/2026-05/4-7.pdf|https://webfiles.nycourts.gov/public/2026-05/4-7.docx,4-7.pdf|4-7.docx
4-7,Order of Support - Zero or Below SSR/Poverty Line,https://www.nycourts.gov/forms/order-support-zero-or-below-ssrpoverty-line?topic=611&wrapped=true,4-7,Family Forms,,https://www.nycourts.gov/media/14326|https://www.nycourts.gov/media/14331,https://webfiles.nycourts.gov/public/2025-12/4-7.pdf|https://webfiles.nycourts.gov/public/2025-12/4-7.docx,4-7.pdf|4-7.docx
4-7d,Order on Petition for Support of Adult Dependent,https://www.nycourts.gov/forms/order-petition-support-adult-dependent?topic=611&wrapped=true,4-7d,"Family Forms, Child Support",,https://www.nycourts.gov/media/14611|https://www.nycourts.gov/media/14616,https://webfiles.nycourts.gov/public/2025-12/4-7d.pdf|https://webfiles.nycourts.gov/public/2025-12/4-7d.docx,4-7d.pdf|4-7d.docx
4-8b,Petition (To Correct Income Execution for Support Execution for Support Enforcement),https://www.nycourts.gov/forms/petition-correct-income-execution-support-execution-support-enforcement?topic=611&wrapped=true,4-8b,"Family Forms, Child Support",,https://www.nycourts.gov/media/14631|https://www.nycourts.gov/media/14636,https://webfiles.nycourts.gov/public/2025-12/4-8b.pdf|https://webfiles.nycourts.gov/public/2025-12/4-8b.doc,4-8b.pdf|4-8b.doc
4-8c,Petition (Order to Correct Income Execution for Support Enforcement),https://www.nycourts.gov/forms/petition-order-correct-income-execution-support-enforcement?topic=611&wrapped=true,4-8c,"Family Forms, Child Support",,https://www.nycourts.gov/media/12501|https://www.nycourts.gov/media/12511,https://webfiles.nycourts.gov/public/2025-12/4-8c.pdf|https://webfiles.nycourts.gov/public/2025-12/4-8c_0.doc,4-8c.pdf|4-8c_0.doc
4-11a,Order Modifying an Order (Made by Another Family Court),https://www.nycourts.gov/forms/order-modifying-order-made-another-family-court?topic=611&wrapped=true,4-11a,Family Forms,,https://www.nycourts.gov/media/20516|https://www.nycourts.gov/media/20521,https://webfiles.nycourts.gov/public/2026-01/4-11a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-11a.docx,4-11a.pdf|4-11a.docx
4-11a,Order Modifying Order Made By Another Court / Family Court (Support),https://www.nycourts.gov/forms/order-modifying-order-made-another-court-family-court-support?topic=611&wrapped=true,4-11a,"Family Forms, Child Support",,https://www.nycourts.gov/media/20516|https://www.nycourts.gov/media/20521,https://webfiles.nycourts.gov/public/2026-01/4-11a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-11a.docx,4-11a.pdf|4-11a.docx
4-12,Petition - Violation of Support Order,https://www.nycourts.gov/forms/petition-violation-support-order?topic=611&wrapped=true,4-12,Family Forms,,https://www.nycourts.gov/media/13091|https://www.nycourts.gov/media/13096,https://webfiles.nycourts.gov/public/2025-12/4-12.pdf|https://webfiles.nycourts.gov/public/2025-12/4-12.docx,4-12.pdf|4-12.docx
4-12b,Order of Disposition (Violation of Support Order),https://www.nycourts.gov/forms/order-disposition-violation-support-order?topic=611&wrapped=true,4-12b,"Family Forms, Child Support",,https://www.nycourts.gov/media/19456|https://www.nycourts.gov/media/19461,https://webfiles.nycourts.gov/public/2026-01/4-12b.pdf|https://webfiles.nycourts.gov/public/2026-01/4-12b.docx,4-12b.pdf|4-12b.docx
4-21a,Order to Licensing Entity to Terminate Suspension,https://www.nycourts.gov/forms/order-licensing-entity-terminate-suspension?topic=611&wrapped=true,4-21a,"Family Forms, Child Support",,https://www.nycourts.gov/media/17896,https://webfiles.nycourts.gov/public/2026-01/4-21a.pdf,4-21a.pdf
5,Order of Publication,https://www.nycourts.gov/forms/order-publication?topic=611&wrapped=true,5,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17711|https://www.nycourts.gov/media/17716|https://www.nycourts.gov/media/17721,https://webfiles.nycourts.gov/public/2026-01/adop5.pdf|https://webfiles.nycourts.gov/public/2026-01/adop5.doc|https://webfiles.nycourts.gov/public/2026-01/adop5.wpd,adop5.pdf|adop5.doc|adop5.wpd
5-1,Paternity Petition (Parent),https://www.nycourts.gov/forms/paternity-petition-parent?topic=611&wrapped=true,5-1,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/13071|https://www.nycourts.gov/media/13076,https://webfiles.nycourts.gov/public/2025-12/5-1.pdf|https://webfiles.nycourts.gov/public/2025-12/5-1.docx,5-1.pdf|5-1.docx
5-2,Paternity Petition (Person other than parent; Representative of Society),https://www.nycourts.gov/forms/paternity-petition-person-other-parent-representative-society?topic=611&wrapped=true,5-2,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/16156|https://www.nycourts.gov/media/16161,https://webfiles.nycourts.gov/public/2025-12/5-2.pdf|https://webfiles.nycourts.gov/public/2025-12/5-2.docx,5-2.pdf|5-2.docx
5-3,Petition - Paternity (Social Services Official),https://www.nycourts.gov/forms/petition-paternity-social-services-official?topic=611&wrapped=true,5-3,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/13001|https://www.nycourts.gov/media/13006,https://webfiles.nycourts.gov/public/2025-12/5-3.pdf|https://webfiles.nycourts.gov/public/2025-12/5-3.docx,5-3.pdf|5-3.docx
5-4a,Order on Motion to Challenge Genetic Marker or DNA testing Directive,https://www.nycourts.gov/forms/order-motion-challenge-genetic-marker-or-dna-testing-directive?topic=611&wrapped=true,5-4a,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/16176|https://www.nycourts.gov/media/16181|https://www.nycourts.gov/media/16186,https://webfiles.nycourts.gov/public/2025-12/5-4a.pdf|https://webfiles.nycourts.gov/public/2025-12/5-4a.doc|https://webfiles.nycourts.gov/public/2025-12/5-4a.WPD,5-4a.pdf|5-4a.doc|5-4a.WPD
5-5,Order on Petition to Vacate Acknowledgement of Paternity,https://www.nycourts.gov/forms/order-petition-vacate-acknowledgement-paternity?topic=611&wrapped=true,5-5,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/14896|https://www.nycourts.gov/media/14901,https://webfiles.nycourts.gov/public/2025-12/5-5.pdf|https://webfiles.nycourts.gov/public/2025-12/5-5.docx,5-5.pdf|5-5.docx
5-7,Order of Filiation,https://www.nycourts.gov/forms/order-filiation?topic=611&wrapped=true,5-7,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/12321|https://www.nycourts.gov/media/12326,https://webfiles.nycourts.gov/public/2025-12/5-7.pdf|https://webfiles.nycourts.gov/public/2025-12/5-7.docx,5-7.pdf|5-7.docx
5-7a,Order of Filiation (Non-Article 5/5-B),https://www.nycourts.gov/forms/order-filiation-non-article-55-b?topic=611&wrapped=true,5-7a,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/15076|https://www.nycourts.gov/media/15081,https://webfiles.nycourts.gov/public/2025-12/5-7a.pdf|https://webfiles.nycourts.gov/public/2025-12/5-7a.docx,5-7a.pdf|5-7a.docx
5-17a,Paternity - Motion to Vacate for Lack of Service,https://www.nycourts.gov/forms/paternity-motion-vacate-lack-service?topic=611&wrapped=true,5-17a,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/16191|https://www.nycourts.gov/media/16196,https://webfiles.nycourts.gov/public/2025-12/5-17a.pdf|https://webfiles.nycourts.gov/public/2025-12/5-17a.docx,5-17a.pdf|5-17a.docx
5-17b,Paternity - Affidavit in Support of Motion to Vacate Judgment for Lack of Service,https://www.nycourts.gov/forms/paternity-affidavit-support-motion-vacate-judgment-lack-service?topic=611&wrapped=true,5-17b,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/16201|https://www.nycourts.gov/media/16206,https://webfiles.nycourts.gov/public/2025-12/5-17b.pdf|https://webfiles.nycourts.gov/public/2025-12/5-17b.docx,5-17b.pdf|5-17b.docx
5-18,Paternity - Order on Motion to Vacate for Lack of Service,https://www.nycourts.gov/forms/paternity-order-motion-vacate-lack-service?topic=611&wrapped=true,5-18,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/16211|https://www.nycourts.gov/media/16216|https://www.nycourts.gov/media/16221,https://webfiles.nycourts.gov/public/2025-12/5-18.pdf|https://webfiles.nycourts.gov/public/2025-12/5-18.doc|https://webfiles.nycourts.gov/public/2025-12/5-18.WPD,5-18.pdf|5-18.doc|5-18.WPD
5-c-1,Petition (Surrogacy Agreement),https://www.nycourts.gov/forms/petition-surrogacy-agreement?topic=611&wrapped=true,5-c-1,Child-Parent Security Act,,https://www.nycourts.gov/media/16096|https://www.nycourts.gov/media/16101,https://webfiles.nycourts.gov/public/2025-12/5-c-1.pdf|https://webfiles.nycourts.gov/public/2025-12/5-c-1_0.docx,5-c-1.pdf|5-c-1_0.docx
5-C-3,Petition (Assisted Reproduction),https://www.nycourts.gov/forms/petition-assisted-reproduction?topic=611&wrapped=true,5-C-3,"Family Forms, Child-Parent Security Act",,https://www.nycourts.gov/media/16116|https://www.nycourts.gov/media/16121,https://webfiles.nycourts.gov/public/2025-12/5-c-3.pdf|https://webfiles.nycourts.gov/public/2025-12/5-c-3.docx,5-c-3.pdf|5-c-3.docx
6,Order of Investigation,https://www.nycourts.gov/forms/order-investigation-0?topic=611&wrapped=true,6,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17726|https://www.nycourts.gov/media/17731|https://www.nycourts.gov/media/17736,https://webfiles.nycourts.gov/public/2026-01/adop6.pdf|https://webfiles.nycourts.gov/public/2026-01/adop6.doc|https://webfiles.nycourts.gov/public/2026-01/adop6.WPD,adop6.pdf|adop6.doc|adop6.WPD
6-1,Petition - Appointment of Guardian of Person,https://www.nycourts.gov/forms/petition-appointment-guardian-person?topic=611&wrapped=true,6-1,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/14041|https://www.nycourts.gov/media/14046|https://www.nycourts.gov/media/26991|https://www.nycourts.gov/media/26996,https://webfiles.nycourts.gov/public/2025-12/6-1.pdf|https://webfiles.nycourts.gov/public/2025-12/6-1.docx|https://webfiles.nycourts.gov/public/2026-03/form-6-1-guardianship-petition-ncfc.pdf|https://webfiles.nycourts.gov/public/2026-03/form-6-1-guardianship-petition-ncfc-3-2015-fillable.pdf,6-1.pdf|6-1.docx|form-6-1-guardianship-petition-ncfc.pdf|form-6-1-guardianship-petition-ncfc-3-2015-fillable.pdf
6-8,Petition (Appointment of Standby Guardian of the Person),https://www.nycourts.gov/forms/petition-appointment-standby-guardian-person?topic=611&wrapped=true,6-8,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/15571|https://www.nycourts.gov/media/15576,https://webfiles.nycourts.gov/public/2025-12/6-8.pdf|https://webfiles.nycourts.gov/public/2025-12/6-8.docx,6-8.pdf|6-8.docx
7-4,Petition - PINS,https://www.nycourts.gov/forms/petition-pins?topic=611&wrapped=true,7-4,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/14851|https://www.nycourts.gov/media/14856,https://webfiles.nycourts.gov/public/2025-12/7-4.pdf|https://webfiles.nycourts.gov/public/2025-12/7-4.docx,7-4.pdf|7-4.docx
7-6,Order of Adjournment in Contemplation of Dismissal (PINS),https://www.nycourts.gov/forms/order-adjournment-contemplation-dismissal-pins?topic=611&wrapped=true,7-6,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/17226|https://www.nycourts.gov/media/17231|https://www.nycourts.gov/media/17236,https://webfiles.nycourts.gov/public/2026-01/7-6.pdf|https://webfiles.nycourts.gov/public/2026-01/7-6.doc|https://webfiles.nycourts.gov/public/2026-01/7-6.wpd,7-6.pdf|7-6.doc|7-6.wpd
7-8,Order of Fact-Finding and Disposition,https://www.nycourts.gov/forms/order-fact-finding-and-disposition?topic=611&wrapped=true,7-8,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/15031|https://www.nycourts.gov/media/15036,https://webfiles.nycourts.gov/public/2025-12/7-8.pdf|https://webfiles.nycourts.gov/public/2025-12/7-8.docx,7-8.pdf|7-8.docx
7-10,Order on Petition to Terminate Placement (PINS),https://www.nycourts.gov/forms/order-petition-terminate-placement-pins?topic=611&wrapped=true,7-10,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/12486|https://www.nycourts.gov/media/12491|https://www.nycourts.gov/media/12496,https://webfiles.nycourts.gov/public/2025-12/7-10.pdf|https://webfiles.nycourts.gov/public/2025-12/7-10.doc|https://webfiles.nycourts.gov/public/2025-12/7-10.WPD,7-10.pdf|7-10.doc|7-10.WPD
7-15,Petition - Violation of Order of Disposition,https://www.nycourts.gov/forms/petition-violation-order-disposition?topic=611&wrapped=true,7-15,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/13691|https://www.nycourts.gov/media/13696,https://webfiles.nycourts.gov/public/2025-12/7-15.pdf|https://webfiles.nycourts.gov/public/2025-12/7-15.docx,7-15.pdf|7-15.docx
7-18,Petition (Extension of Placement and Permanency Hearing),https://www.nycourts.gov/forms/petition-extension-placement-and-permanency-hearing-0?topic=611&wrapped=true,7-18,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/16746|https://www.nycourts.gov/media/16751,https://webfiles.nycourts.gov/public/2026-01/7-18.pdf|https://webfiles.nycourts.gov/public/2026-01/7-18.docx,7-18.pdf|7-18.docx
7-21,Order of Adjournment of Contemplation of Dismissal,https://www.nycourts.gov/forms/order-adjournment-contemplation-dismissal-0?topic=611&wrapped=true,7-21,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/16771|https://www.nycourts.gov/media/16776|https://www.nycourts.gov/media/16781,https://webfiles.nycourts.gov/public/2026-01/7-21.pdf|https://webfiles.nycourts.gov/public/2026-01/7-21.doc|https://webfiles.nycourts.gov/public/2026-01/7-21.WPD,7-21.pdf|7-21.doc|7-21.WPD
8-2,Petition - Family Offense,https://www.nycourts.gov/forms/petition-family-offense?topic=611&wrapped=true,8-2,"Family Forms, Domestic Violence, Family Offense",,https://www.nycourts.gov/media/13541|https://www.nycourts.gov/media/13546|https://www.nycourts.gov/media/13551,https://webfiles.nycourts.gov/public/2025-12/8-2.pdf|https://webfiles.nycourts.gov/public/2025-12/-ucs-fc8-2-familyoffensepetition-fillable.pdf|https://webfiles.nycourts.gov/public/2025-12/8-2.docx,8-2.pdf|-ucs-fc8-2-familyoffensepetition-fillable.pdf|8-2.docx
