Original Form Number,Original Form Title,Form URL,Extracted Form Number,Case Type,Legal Action,Original PDF URLs,Resolved PDF URLs,PDF Filenames
8-4,Order of Transfer for Criminal Prosecution,https://www.nycourts.gov/forms/order-transfer-criminal-prosecution?topic=611&wrapped=true,8-4,"Family Forms, Domestic Violence, Family Offense",,https://www.nycourts.gov/media/12411|https://www.nycourts.gov/media/12416|https://www.nycourts.gov/media/12421,https://webfiles.nycourts.gov/public/2025-12/8-4.pdf|https://webfiles.nycourts.gov/public/2025-12/8-4.doc|https://webfiles.nycourts.gov/public/2025-12/8-4.WPD,8-4.pdf|8-4.doc|8-4.WPD
8-5,Order of Disposition - Family Offense,https://www.nycourts.gov/forms/order-disposition-family-offense?topic=611&wrapped=true,8-5,"Family Forms, Domestic Violence, Family Offense",,https://www.nycourts.gov/media/13566|https://www.nycourts.gov/media/13571|https://www.nycourts.gov/media/13576,https://webfiles.nycourts.gov/public/2025-12/8-5.pdf|https://webfiles.nycourts.gov/public/2025-12/8-5.docx|https://webfiles.nycourts.gov/public/2025-12/8-5.WPD,8-5.pdf|8-5.docx|8-5.WPD
10-1b,Order of Investigation,https://www.nycourts.gov/forms/order-investigation?topic=611&wrapped=true,10-1b,"Family Forms, Child Protective",,https://www.nycourts.gov/media/12531|https://www.nycourts.gov/media/12536,https://webfiles.nycourts.gov/public/2025-12/10-1b.pdf|https://webfiles.nycourts.gov/public/2025-12/10-1b.docx,10-1b.pdf|10-1b.docx
10-2a,Order for Services,https://www.nycourts.gov/forms/order-services?topic=611&wrapped=true,10-2a,"Family Forms, Child Protective",,https://www.nycourts.gov/media/17971|https://www.nycourts.gov/media/17976|https://www.nycourts.gov/media/17981,https://webfiles.nycourts.gov/public/2026-01/10-2a.pdf|https://webfiles.nycourts.gov/public/2026-01/10-2a.doc|https://webfiles.nycourts.gov/public/2026-01/10-2a.WPD,10-2a.pdf|10-2a.doc|10-2a.WPD
10-2b,Order Terminating Remand,https://www.nycourts.gov/forms/order-terminating-remand?topic=611&wrapped=true,10-2b,"Family Forms, Child Protective",,https://www.nycourts.gov/media/17456|https://www.nycourts.gov/media/17461|https://www.nycourts.gov/media/17466,https://webfiles.nycourts.gov/public/2026-01/10-2b.pdf|https://webfiles.nycourts.gov/public/2026-01/10-2b.doc|https://webfiles.nycourts.gov/public/2026-01/10-2b.WPD,10-2b.pdf|10-2b.doc|10-2b.WPD
10-5,Order on Application for Return of Child Temporarily Removed from Home,https://www.nycourts.gov/forms/order-application-return-child-temporarily-removed-home?topic=611&wrapped=true,10-5,"Family Forms, Child Protective",,https://www.nycourts.gov/media/17206|https://www.nycourts.gov/media/17211,https://webfiles.nycourts.gov/public/2026-01/10-5.pdf|https://webfiles.nycourts.gov/public/2026-01/10-5.docx,10-5.pdf|10-5.docx
10-6,Petition (Child Neglect),https://www.nycourts.gov/forms/petition-child-neglect?topic=611&wrapped=true,10-6,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14211,https://webfiles.nycourts.gov/public/2026-05/10-6.pdf,10-6.pdf
10-7,Petition (Child Abuse),https://www.nycourts.gov/forms/petition-child-abuse?topic=611&wrapped=true,10-7,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14221|https://www.nycourts.gov/media/14226,https://webfiles.nycourts.gov/public/2025-12/10-7.pdf|https://webfiles.nycourts.gov/public/2025-12/10-7.docx,10-7.pdf|10-7.docx
10-8,Order Of Adjournment In Contemplation Of Dismissal,https://www.nycourts.gov/forms/order-adjournment-contemplation-dismissal-1?topic=611&wrapped=true,10-8,"Family Forms, Child Protective",,https://www.nycourts.gov/media/12961|https://www.nycourts.gov/media/12966,https://webfiles.nycourts.gov/public/2026-05/10-8.pdf|https://webfiles.nycourts.gov/public/2026-05/10-8.docx,10-8.pdf|10-8.docx
10-10,Order of Fact-finding and Disposition (and Permanency Hearing),https://www.nycourts.gov/forms/order-fact-finding-and-disposition-and-permanency-hearing?topic=611&wrapped=true,10-10,"Family Forms, Child Protective",,https://www.nycourts.gov/media/12576|https://www.nycourts.gov/media/12581,https://webfiles.nycourts.gov/public/2025-12/10-10.pdf|https://webfiles.nycourts.gov/public/2025-12/10-10.docx,10-10.pdf|10-10.docx
10-12,Order on Petition to Terminate Placement,https://www.nycourts.gov/forms/order-petition-terminate-placement?topic=611&wrapped=true,10-12,"Family Forms, Child Protective",,https://www.nycourts.gov/media/12336|https://www.nycourts.gov/media/12341,https://webfiles.nycourts.gov/public/2025-12/10-12.pdf|https://webfiles.nycourts.gov/public/2025-12/10-12.docx,10-12.pdf|10-12.docx
10-19,Order of Transfer to Criminal Court of Referral to District Attorney,https://www.nycourts.gov/forms/order-transfer-criminal-court-referral-district-attorney?topic=611&wrapped=true,10-19,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14311|https://www.nycourts.gov/media/14316|https://www.nycourts.gov/media/14321,https://webfiles.nycourts.gov/public/2025-12/10-19.pdf|https://webfiles.nycourts.gov/public/2025-12/10-19.doc|https://webfiles.nycourts.gov/public/2025-12/10-19.WPD,10-19.pdf|10-19.doc|10-19.WPD
10-29,Order on Application to Access Children,https://www.nycourts.gov/forms/order-application-access-children?topic=611&wrapped=true,10-29,Family Forms,,https://www.nycourts.gov/media/16566|https://www.nycourts.gov/media/16571,https://webfiles.nycourts.gov/public/2025-12/10-29.pdf|https://webfiles.nycourts.gov/public/2025-12/10-29.doc,10-29.pdf|10-29.doc
11,Order to Show Cause (Removal of child from Adoptive Home),https://www.nycourts.gov/forms/order-show-cause-removal-child-adoptive-home?topic=611&wrapped=true,11,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17986|https://www.nycourts.gov/media/17991|https://www.nycourts.gov/media/17996,https://webfiles.nycourts.gov/public/2026-01/adop11.pdf|https://webfiles.nycourts.gov/public/2026-01/adop11.doc|https://webfiles.nycourts.gov/public/2026-01/adop11.wpd,adop11.pdf|adop11.doc|adop11.wpd
12,Order Removing Child from Adoptive Home,https://www.nycourts.gov/forms/order-removing-child-adoptive-home?topic=611&wrapped=true,12,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18001|https://www.nycourts.gov/media/18006|https://www.nycourts.gov/media/18011,https://webfiles.nycourts.gov/public/2026-01/adop12.pdf|https://webfiles.nycourts.gov/public/2026-01/adop12.doc|https://webfiles.nycourts.gov/public/2026-01/adop12.wpd,adop12.pdf|adop12.doc|adop12.wpd
13-A,Order Of Adoption (Agency),https://www.nycourts.gov/forms/order-adoption-agency?topic=611&wrapped=true,13-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18016|https://www.nycourts.gov/media/18021|https://www.nycourts.gov/media/18026,https://webfiles.nycourts.gov/public/2026-01/adop13-a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop13-a.doc|https://webfiles.nycourts.gov/public/2026-01/adop13-a.WPD,adop13-a.pdf|adop13-a.doc|adop13-a.WPD
13-B,Order Of Adoption (Private placement),https://www.nycourts.gov/forms/order-adoption-private-placement?topic=611&wrapped=true,13-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18031|https://www.nycourts.gov/media/18036|https://www.nycourts.gov/media/18041,https://webfiles.nycourts.gov/public/2026-01/adop13-b.pdf|https://webfiles.nycourts.gov/public/2026-01/adop13-b.doc|https://webfiles.nycourts.gov/public/2026-01/adop13-b.WPD,adop13-b.pdf|adop13-b.doc|adop13-b.WPD
14-A,Order Of Incorporation of Post-adoption Contact Agreement,https://www.nycourts.gov/forms/order-incorporation-post-adoption-contact-agreement?topic=611&wrapped=true,14-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18056|https://www.nycourts.gov/media/18061|https://www.nycourts.gov/media/18066,https://webfiles.nycourts.gov/public/2026-01/adop14-a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop14-a.doc|https://webfiles.nycourts.gov/public/2026-01/adop14-a.WPD,adop14-a.pdf|adop14-a.doc|adop14-a.WPD
22,Petition (Certification as a Qualified Adoptive Parent),https://www.nycourts.gov/forms/petition-certification-qualified-adoptive-parent?topic=611&wrapped=true,22,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18191|https://www.nycourts.gov/media/18196,https://webfiles.nycourts.gov/public/2026-01/adop22.pdf|https://webfiles.nycourts.gov/public/2026-01/adop22.docx,adop22.pdf|adop22.docx
28-A,Order of Foreign Adoption and Name Change,https://www.nycourts.gov/forms/order-foreign-adoption-and-name-change?topic=611&wrapped=true,28-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18321,https://webfiles.nycourts.gov/public/2026-05/adop28-a.pdf,adop28-a.pdf
358-a-5,Order of Disposition - Petition for Approval of an Instrument,https://www.nycourts.gov/forms/order-disposition-petition-approval-instrument?topic=611&wrapped=true,358-a-5,"Family Forms, Foster Care Placement",,https://www.nycourts.gov/media/15496|https://www.nycourts.gov/media/15501,https://webfiles.nycourts.gov/public/2025-12/358-a-5.pdf|https://webfiles.nycourts.gov/public/2025-12/358-a-5.docx,358-a-5.pdf|358-a-5.docx
358-a-7,Order of Disposition - Petition for Pre-placement approval of Standby Placement Instrument,https://www.nycourts.gov/forms/order-disposition-petition-pre-placement-approval-standby-placement-instrument?topic=611&wrapped=true,358-a-7,"Family Forms, Foster Care Placement",,https://www.nycourts.gov/media/15516|https://www.nycourts.gov/media/15521|https://www.nycourts.gov/media/15526,https://webfiles.nycourts.gov/public/2026-04/358-a-7.pdf|https://webfiles.nycourts.gov/public/2025-12/358-a-7_0.doc|https://webfiles.nycourts.gov/public/2025-12/358-a-7.wpd,358-a-7.pdf|358-a-7_0.doc|358-a-7.wpd
CRIM-1,Order of Protection/Family Offense (Criminal Courts),https://www.nycourts.gov/forms/order-protectionfamily-offense-criminal-courts?topic=611&wrapped=true,CRIM-1,"Family Forms, Domestic Violence, Domestic Violence - Orders of Protection, General - Family",,https://www.nycourts.gov/media/14166|https://www.nycourts.gov/media/14171,https://webfiles.nycourts.gov/public/2025-12/crim1.pdf|https://webfiles.nycourts.gov/public/2025-12/crim1.docx,crim1.pdf|crim1.docx
CRIM-2,Order of Protection/Non-Family Offense (Criminal Courts),https://www.nycourts.gov/forms/order-protectionnon-family-offense-criminal-courts?topic=611&wrapped=true,CRIM-2,"Family Forms, Domestic Violence, Domestic Violence - Orders of Protection, General - Family",,https://www.nycourts.gov/media/14176|https://www.nycourts.gov/media/14181,https://webfiles.nycourts.gov/public/2025-12/crim2.pdf|https://webfiles.nycourts.gov/public/2025-12/crim2.docx,crim2.pdf|crim2.docx
GF-1,Order to Show Cause,https://www.nycourts.gov/forms/order-show-cause?topic=611&wrapped=true,GF-1,"Family Forms, General - Family",,https://www.nycourts.gov/media/12641|https://www.nycourts.gov/media/12646|https://www.nycourts.gov/media/12651,https://webfiles.nycourts.gov/public/2025-12/gf-1.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-1.doc|https://webfiles.nycourts.gov/public/2025-12/gf-1.wpd,gf-1.pdf|gf-1.doc|gf-1.wpd
GF-5a,Order of Protection (Family Court),https://www.nycourts.gov/forms/order-protection-family-court?topic=611&wrapped=true,GF-5a,"Family Forms, General - Family",,https://www.nycourts.gov/media/13771|https://www.nycourts.gov/media/13776,https://webfiles.nycourts.gov/public/2026-05/gf-5a.pdf|https://webfiles.nycourts.gov/public/2026-05/gf-5a.docx,gf-5a.pdf|gf-5a.docx
GF-6a,Order of Protection (Person in Need of Supervision or Juvenile Delinquency),https://www.nycourts.gov/forms/order-protection-person-need-supervision-or-juvenile-delinquency?topic=611&wrapped=true,GF-6a,"Family Forms, Domestic Violence, Juvenile Delinquency - Domestic Violence, General - Family, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/13831|https://www.nycourts.gov/media/13836,https://webfiles.nycourts.gov/public/2025-12/gf-6a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-6a.docx,gf-6a.pdf|gf-6a.docx
GF-8,Petition - Violation of Order of Protection,https://www.nycourts.gov/forms/petition-violation-order-protection?topic=611&wrapped=true,GF-8,"Family Forms, General - Family",,https://www.nycourts.gov/media/14351|https://www.nycourts.gov/media/14356,https://webfiles.nycourts.gov/public/2025-12/gf-8.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-8.docx,gf-8.pdf|gf-8.docx
GF-8a (on web Petition (Violation of Court Order),Petition - Violation of an Order,https://www.nycourts.gov/forms/petition-violation-order?topic=611&wrapped=true,GF-8a (on web Petition (Violation of Court Order),"Family Forms, General - Family",,https://www.nycourts.gov/media/12271|https://www.nycourts.gov/media/12276,https://webfiles.nycourts.gov/public/2025-12/gf-8a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-8a.docx,gf-8a.pdf|gf-8a.docx
GF-11,Order of Commitment,https://www.nycourts.gov/forms/order-commitment?topic=611&wrapped=true,GF-11,"Family Forms, Domestic Violence, General - Family",,https://www.nycourts.gov/media/13901|https://www.nycourts.gov/media/13906|https://www.nycourts.gov/media/13911,https://webfiles.nycourts.gov/public/2025-12/gf-11.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-11.doc|https://webfiles.nycourts.gov/public/2025-12/gf-11.wpd,gf-11.pdf|gf-11.doc|gf-11.wpd
GF-15,Order on Motion,https://www.nycourts.gov/forms/order-motion?topic=611&wrapped=true,GF-15,"Family Forms, General - Family",,https://www.nycourts.gov/media/12891|https://www.nycourts.gov/media/12896,https://webfiles.nycourts.gov/public/2025-12/gf-15.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-15.docx,gf-15.pdf|gf-15.docx
GF-18,Order of Custody/Visitation,https://www.nycourts.gov/forms/order-custodyvisitation?topic=611&wrapped=true,GF-18,"Family Forms, General - Family",,https://www.nycourts.gov/media/14796|https://www.nycourts.gov/media/14801|https://www.nycourts.gov/media/14806,https://webfiles.nycourts.gov/public/2025-12/gf-18.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-18.docx|https://webfiles.nycourts.gov/public/2025-12/gf-18.wpd,gf-18.pdf|gf-18.docx|gf-18.wpd
GF-18a,Order on Motion for Sibling Placement or Contact,https://www.nycourts.gov/forms/order-motion-sibling-placement-or-contact?topic=611&wrapped=true,GF-18a,"Family Forms, General - Family, Child Custody or Visitation",,https://www.nycourts.gov/media/15346|https://www.nycourts.gov/media/15351,https://webfiles.nycourts.gov/public/2025-12/gf-18a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-18a.docx,gf-18a.pdf|gf-18a.docx
GF-20,Order of Transfer of Proceeding Concerning an Indian Child,https://www.nycourts.gov/forms/order-transfer-proceeding-concerning-indian-child?topic=611&wrapped=true,GF-20,"Family Forms, General - Family",,https://www.nycourts.gov/media/32006|https://www.nycourts.gov/media/32011|https://www.nycourts.gov/media/32016,https://webfiles.nycourts.gov/public/2026-04/gf-20.pdf|https://webfiles.nycourts.gov/public/2026-04/gf-20.doc|https://webfiles.nycourts.gov/public/2026-04/gf-20.wpd,gf-20.pdf|gf-20.doc|gf-20.wpd
GF-24,Order to Sheriff to Return Respondent,https://www.nycourts.gov/forms/order-sheriff-return-respondent?topic=611&wrapped=true,GF-24,"Family Forms, General - Family",,https://www.nycourts.gov/media/13976|https://www.nycourts.gov/media/13981|https://www.nycourts.gov/media/13986,https://webfiles.nycourts.gov/public/2025-12/gf-24.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-24.doc|https://webfiles.nycourts.gov/public/2025-12/gf-24.wpd,gf-24.pdf|gf-24.doc|gf-24.wpd
GF-25,Order Suspending Commitment,https://www.nycourts.gov/forms/order-suspending-commitment?topic=611&wrapped=true,GF-25,"Family Forms, General - Family",,https://www.nycourts.gov/media/15006|https://www.nycourts.gov/media/15011|https://www.nycourts.gov/media/15016,https://webfiles.nycourts.gov/public/2025-12/gf-25.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-25.doc|https://webfiles.nycourts.gov/public/2025-12/gf-25.WPD,gf-25.pdf|gf-25.doc|gf-25.WPD
GF-37,Order on Motion For An Order That Reasonable Efforts Are Not Required,https://www.nycourts.gov/forms/order-motion-order-reasonable-efforts-are-not-required?topic=611&wrapped=true,GF-37,"Family Forms, General - Family",,https://www.nycourts.gov/media/13741,https://webfiles.nycourts.gov/public/2026-05/gf-37.pdf,gf-37.pdf
GF-40a,Order on Petition for Modification of Custody/Visitation Order Made by Supreme or Family Court,https://www.nycourts.gov/forms/order-petition-modification-custodyvisitation-order-made-supreme-or-family-court?topic=611&wrapped=true,GF-40a,Family Forms,,https://www.nycourts.gov/media/12671|https://www.nycourts.gov/media/12676|https://www.nycourts.gov/media/12681,https://webfiles.nycourts.gov/public/2025-12/gf-40a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-40a.doc|https://webfiles.nycourts.gov/public/2025-12/gf-40a.WPD,gf-40a.pdf|gf-40a.doc|gf-40a.WPD
GF-40a,Order On Petition For Modification Of Order Of Custody visitation,https://www.nycourts.gov/forms/order-petition-modification-order-custody-visitation?topic=611&wrapped=true,GF-40a,"Family Forms, Child Custody or Visitation, General - Family",,https://www.nycourts.gov/media/12671|https://www.nycourts.gov/media/12676|https://www.nycourts.gov/media/12681,https://webfiles.nycourts.gov/public/2025-12/gf-40a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-40a.doc|https://webfiles.nycourts.gov/public/2025-12/gf-40a.WPD,gf-40a.pdf|gf-40a.doc|gf-40a.WPD
GF-41a,Order On Petition For Enforcement Of Order Of Custody visitation,https://www.nycourts.gov/forms/order-petition-enforcement-order-custody-visitation?topic=611&wrapped=true,GF-41a,"Family Forms, Child Custody or Visitation",,https://www.nycourts.gov/media/16551|https://www.nycourts.gov/media/16556|https://www.nycourts.gov/media/16561,https://webfiles.nycourts.gov/public/2025-12/gf-41a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-41a.doc|https://webfiles.nycourts.gov/public/2025-12/gf-41a.wpd,gf-41a.pdf|gf-41a.doc|gf-41a.wpd
